Scoop up water	㧾水
I want to buy local ginger, because I know the ginger from mainland China has had chemicals added to it.	我想買本地薑，因為我知大陸啲薑俾人落咗啲化學勿。
I want to buy a mobile telephone, but I don't know anything about it, and so I don't know which one would be good to buy.	我想買部手提電話，但唔知頭唔知路，唔知買邊部好。
All the time I advise him not to gamble, but he seems to be turning a deaf ear to my advice.	我成日勸佢唔好賭錢，但係佢好似借咗聾耳陳隻耳噉。
I've been jerking off too much, and now my schlong doesn't get a hard erection. Is there a way to solve this?	我打飛機打得太多，而家條JJ扯得唔硬，有咩計仔？
I feel quite sad for her, she's gotten married to a scoundrel, luckily my husband isn't like that.	我替佢太太好慘，嫁咗畀個八公，好彩我老公唔係噉。
I'm going to sue him, but I don't know if I can make him foot the bill for my lawyer's fee.	我會告佢，但唔知我搵律師嘅費用可唔可以入埋佢數。
My girlfriend dislikes my willy being too short, so is there any way I can increase the length of my willy?	我條女嫌我條J太短，有冇方法可以增加條JJ長度？
Yesterday I annoyed my girlfriend, and now I don't know what to do about it, she's really angry at me.	我琴日激親女朋友，而家唔知點算好，佢真係好嬲我。
I really didn't know parking a motor tricycle in a motorcycle parking space was breaking the law.	我真係唔知道將機動三輪車停泊喺電單車位係犯法㗎。
I know my boyfriend is next door, but because I'm very unhappy, I'm ignoring him.	我知男友喺隔籬，但因為我好唔開心，所以當佢冇嚟。
My husband's family can't turn off the lights at Chinese Lunar New Year. The whole house has to have all the lights on.	我老公屋企過新年都唔可以閂燈，成屋都要開住啲燈。
I heard people say two triad factions got into a serious fight, so what was it actually all about?	我聽人哋話，兩派黑幫開片炒鑊勁，究竟為乜嘢事呢？
I heard people say two triad factions got into a serious fight, so what was it actually all about?	我聽人哋話，兩派黑幫開片炒鑊甘，究竟為乜嘢事呢？
After I heard this umbrella soldier talk, I felt he had really been so brainwashed.	我聽呢個傘兵講嘢之後，就覺得佢真係俾人洗咗腦噉。
I feel he thinks he's a talented first-class person, but he also talks a lot of rubbish, and has lots of excuses.	我覺得佢以為自己高人一等，又口水多多，藉口多多。
I've experienced dating an ugly girl. She simply regarded me as a charitable favor given to her by heaven.	我試過同條醜女拍拖，佢簡直當我係上天畀佢嘅恩賜。
At the place where I work there's a Gurkha who does good work. Where can I find a Gurkha to come and work?	我返工嗰度有個啹喀好好做，喺邊度搵啹喀嚟做嘢㗎？
I get sleepy very easily, but I also wake up very easily. After I've woken up then it's quite difficult to be able to go back to sleep.	我都好易眼瞓，但係又好易醒，醒咗就好難至瞓得番。
I raised you till you were grown up, but now you show no gratitude to me but help others to steal my assets.	我養到你咁大，你就食碗面，反碗底，幫人吞我家產。
What I'm afraid of is namely the colleague next to me. He's one of those quiet but treacherous people.	我驚嘅就係隔籬個同事，都係冇聲狗咬死人嗰啲嚟㗎。
He found such an unscrupulous woman to be his wife, so I think he will definitely be made a cuckold.	搵咗個爛笪笪嘅女人做老婆，我睇佢戴梗綠帽都得喇。
Every day all you want to do is play, but you can't pass your exams, so when your father comes home, let's see what kind of lesson he teaches you.	日日掛住玩，考試就唔合格，睇你老豆返嚟點炮製你。
Every day some young men say to me, when will Hong Kong finally have genuine universal suffrage?	日日都有啲後生仔對我話，香港究竟幾時會有真普選？
A while back I went to Lamma Island to see a friend, but it's still the same: hopelessly crowded.	早一輪我去南丫島搵個朋友，但都係一樣，得個逼字。
It's recently already been said that not a few small and mid-sized real estate agencies can't survive and must close down.	早排經已聽聞話唔少中小型地產代理行捱唔住要摺埋。
Recently it's already been said that not a few small and mid-sized real estate agencies can't survive and must close down.	早排經已聽聞話唔少中小型地產代理行捱唔住要摺埋。
Somebody walking fast bumped into him, so then he shouted, "What's the big hurry?"	有個人行得好急撞到佢，佢就大聲嗌，趕住去投胎咩？
A young undercover policewoman pretended to be a form three student and slipped into a middle school to crack a case of trafficking illegal drugs.	有個年輕臥底師姐假扮中三學生潛入中學偵破販毒案。
As for some gossiping and meddlesome women to spend the whole day at her house jabbering together like that, there's nothing strange at all about it!	有啲八卦婆成日喺佢屋企度吱吱吒吒噉，冇乜出奇囉！
When he meets a rich person or a poor person, you then know that he quite envies people who have gotten rich and despises people who have become poor.	有錢人冇錢人擺喺面前，你就知佢好憎人富貴嫌人窮。
There's a big eighty-pound dog barking at me here, and it even bared its teeth and scared me to death.	有隻八十磅重嘅大狗喺度吠我，仲𪘲起棚牙嚇死我𠻹。
Originally they all said they would definitely buy the stuff. As it turns out everyone made promises lightly but holds back when it comes time to pay the money.	本來佢哋都話一定會買啲嘢，原來個個都口爽荷包𣲷。
Originally this was just a misunderstanding, and now we have talked together about it and cleared it up, so there won't be any trouble.	本來係誤會㗎啫，而家大家講清楚，咪一天都光晒囉。
The rent was originally thirty thousand dollars. The landlord is willing to reduce it by three thousand dollars, so is it good for me to respond to him?	本來屋租係三萬蚊，業主肯減三千蚊，騷唔騷佢好呢？
After the car crashed into the curb it bounced into the middle of the road. After rolling over and over for seventy meters it flipped over onto its roof. The whole car was completely destroyed.	架車撞壆後反彈路中，翻滾七十米後反肚，全車散晒。
After the car crashed into the curb, it bounced into the middle of the road. After rolling over and over for seventy meters it flipped over onto its roof. The whole car was completely destroyed.	架車撞壆後反彈路中，翻滾七十米後反肚，全車散晒。
After the car crashed into the curb, it bounced into the middle of the road. After rolling over and over for seventy meters, it flipped over onto its roof. The whole car was completely destroyed.	架車撞壆後反彈路中，翻滾七十米後反肚，全車散晒。
Of course some rich guys will also take a look to see if someone has left behind a one-dollar coin in a telephone booth.	梗係有啲闊佬都會喺電話亭睇吓有冇人留低一蚊大餅。
My boyfriend played with my boobs. To my surprise he asked me the size of my boobs and my waist size in inches.	條仔玩我對波波，點知佢問我對波波個嘥士同幾吋腰。
I'm not clear about what trouble the guy has gotten into, but I know the police are looking for him.	條友𦧺啲乜嘢屎𦡆，我唔清楚，但係知道警察搵緊佢。
The chick cunningly let me see her expose her underwear, and then watched me swallow hard.	條女有意冇意畀我睇到佢走光，就睇到我有啲吞口水。
The massage girl said to the man, "The most I'll do is jerk you off so you come, but I won't give you a blowjob"	條𢱕骨女對男人話，最多幫你出火，我唔幫你老吹㗎！
When the massage girl who does not provide illegal sexual services encounters being inappropriately groped, she then immediately gives the excuse of needing to go use the toilet, and so temporarily avoids the situation.	正骨妹遇到俾人鹹豬手，就會即時借尿遁，暫時避開。
